zip,year,pm25_ensemble,mean_bmi,smoke_rate,hispanic,pct_blk,medhouseholdincome,medianhousevalue,poverty,education,popdensity,pct_owner_occ,summer_tmmx,winter_tmmx,summer_rmax,winter_rmax,pm25,ozone,br,ca,cu,ec,fe,k,nh4,ni,no3,oc,pb,si,so4,v,z,female_pct,dual_pct,mean_age,race_white_pct,race_black_pct,race_hispanic_pct,race_asian_pct,death_rate,alzh_rate,alzhdmta_rate,ami_rate,anemia_rate,asthma_rate,atrialfb_rate,breastCancer_rate,cataract_rate,chf_rate,chrnkidn_rate,colorectalCancer_rate,copd_rate,depressn_rate,diabetes_rate,endometrialCancer_rate,glaucoma_rate,hipfrac_rate,hyperl_rate,hyperp_rate,hypert_rate,hypoth_rate,ischmcht_rate,lungCancer_rate,osteoprs_rate,prostateCancer_rate,ra_oa_rate,stroke_rate
70355,2011,4.671781975475344,40.403903246783756,0.1334345672139302,0.7314493927446796,0.9726962304411099,79047.22280644902,1141374.0756203732,0.11256392544185978,0.1785301583404828,59082.88229307685,0.49778773332884185,314.4130137553792,270.655717222603,50.57461836729921,39.692363125825906,30.861934987918296,22.03900499558417,4.684111706989242,20.792718989075702,17.90560904149414,0.9726074470559253,25.193821064308526,124.33995952336622,2.358119512262494,2.8870324840859247,2.334581159504889,0.9736785921382671,7.1995038850851545,325.0728795013821,3.588604725975,4.401240338973755,5.819841457140986,0.27672789627458116,0.3832035558922948,85.39840367708146,0.06629247767905788,0.6188917731584236,0.44776450180310134,0.9075004939469099,0.022168579994226056,0.5218443782019238,9.930975191236529,2.6895684778618953,5.324919819979712,0.47446940367429624,1.272240379996493,1.3336291289500317,1.7874008483321493,7.729693806635625,4.265314853815826,2.7885273841771,6.010208339357527,1.9788950045431797,0.9800038994513336,0.8965753151952021,1.6667724621899738,0.14916182968877617,2.077486428128345,1.202260752703335,3.660058888062691,3.846736172630247,9.717281736604358,2.9169302967818567,3.2102938334791435,3.291385681916123,2.9337917650248206,0.5032681196261564
36035,2010,21.93026293580281,26.161400410737002,0.07359541396464031,0.2678407884649412,0.9026655557537695,114913.27691451773,1575449.1635848256,0.3442654896560644,0.6343605542327662,56952.58228879615,0.4601267004366332,288.2177774588199,279.2783319049428,65.28852889155922,68.23806725775157,0.16278430736997052,24.63647946900305,5.664602512013244,320.98089103048795,8.884951552138402,2.476481785866053,170.19731745420282,149.56516465602124,1.562878817821036,2.5538130861393804,2.596259587006125,2.072685220214013,3.803059467390249,131.80077943166162,5.248444820963343,0.22354287736035633,26.593208683969813,0.2076259476831097,0.9744908809998006,94.08086895634241,0.22762279101089578,0.11875011759910281,0.19572076559152085,0.744236205880308,0.21746422128730147,1.1801585073561358,10.84875792616899,1.7775789587826443,3.3873453092421357,2.902971054340451,2.0139253838735893,1.5432758209728865,1.4449530366938954,3.070255856937596,11.191653881358464,1.8782385581615957,1.2546237139326082,4.4638572528549485,2.9595380427321634,0.5700310534631741,1.4611994420460053,2.4649988079762144,0.4998855366021189,2.6366222885222,6.021602153521787,4.680212924106968,3.022374931056511,0.02760423660882938,4.055944337059095,2.027194019907468,0.45036300263941453,2.5541830879659537
53585,2004,6.6693872047043605,34.5309052938482,0.4491366146138679,0.5088979654017927,0.7175928636121548,81350.53949406171,227096.7984209628,0.6712108208158417,0.7201086947061004,36373.86394490989,0.7689067093624087,300.66901503138564,291.3728882763597,59.87584788322327,83.95890114870446,10.515144852567346,59.648144162331675,4.513724837914237,306.6055199649814,16.515012678403682,2.5134593798120455,22.70937879229729,100.29752222814535,2.106211556550316,5.950213870378919,2.442667438537732,5.750229901191614,8.973438262142087,583.8577054704921,0.7015145416481335,1.5472865557942599,39.1397406789119,0.9926283246462092,0.9754165797128522,74.64463011620813,0.28966723173138564,0.78223043060091,0.5581497318763293,0.0152260621567738,0.547113264323062,0.8866878237259934,9.458094045442857,0.49626441781093744,5.159322014751698,0.7372590193271873,1.853510558474553,1.4143459759630939,0.21151508260812446,3.15219735858507,3.859104376362307,2.069265204653024,3.4856511274277024,4.811431327295209,0.5820137302563042,0.8062002515982412,0.9137554508457131,0.13668137369255234,4.830197825761639,1.45859165045312,5.5680046550476545,3.485654912002439,2.442746883172715,1.7315247186851748,4.88269448642725,3.7950981623557993,0.8247380147510064,1.5660217776929617
5084,2007,23.77610818982674,40.8355792776195,0.4372543245663988,0.07247713915936838,0.4210211305921141,230681.61770547042,399357.3505413559,0.7867278629731032,0.3663551998349889,54801.532045317,0.40145286682721204,305.6931809254061,284.4616214683379,34.69969176702739,89.34984619547689,26.755241822355856,62.28933940536808,8.284310895509604,127.3305282022573,9.765290620027436,0.39553483267311634,54.88495692163081,149.33007862692347,1.974394047709616,5.263027292873101,2.86609821595372,1.5086123182477726,4.960951195522685,552.011409710914,2.725199150435529,3.400250661729872,29.934164465405704,0.752676156112856,0.013186890519656158,82.11303625794066,0.7797242521558714,0.46248397594241775,0.27162368234840506,0.9694935463248265,0.3587240412434274,2.4429871431652264,2.247042036339564,1.0307168510485605,0.7972248838450646,1.6730066015142615,0.41337112931302666,2.0424228912158493,0.8636222475861417,5.11875452584632,0.81273584880513,2.5783006702348183,0.4258673262156065,0.1676877207856875,1.3005483489884684,0.03459361112469561,1.935518360201848,1.2271700453319248,5.386412660299445,3.0267503476713467,0.38826160327978565,3.3960819322005054,4.016118876303185,1.6864153288615,4.4484118430386905,3.587588029574202,3.7447839989390803,1.3396037537105394
4102,2007,18.84883159286625,41.95279555545537,0.7688194505799333,0.6252700668504885,0.8665875212703649,120902.93945517797,687107.7680544074,0.09468140995990848,0.5751424447691935,147657.3145018756,0.684825318706721,290.43499840956025,262.73653166230963,50.10352149701838,37.771122523247996,3.225393503444735,58.08563366233143,1.10129320791855,312.2386143921007,16.549182890040857,2.1188739858625723,233.84795776877252,12.158334614562595,2.5232246540427004,5.068524066812487,4.424490975804103,1.0875006624747185,5.308596501763595,551.986171223831,2.245516117178113,4.393083094285075,41.578081196563005,0.7294457442491759,0.10510305445384038,96.08582327194578,0.47029372101706346,0.687513234473699,0.6651314776365537,0.9130024304007015,0.7212335529721646,3.01339016845931,8.167406087314946,2.505278029692165,1.7633821257182103,0.9921827292960996,1.1455208706533726,3.1716422170301586,0.8738135126331321,1.9972621552966807,3.072232442500229,0.15904221332727353,1.590801365974909,1.69408137130177,6.362632647708438,0.4875513716150154,2.514493964517483,1.1762501031720893,4.157719142187755,3.829685143369751,4.305382301405987,2.8729992561707043,7.31770461010957,2.1191579252654753,3.973239410512117,1.5372679160527079,0.020169411972509876,0.28222721565934006
87583,2016,14.978015060498512,26.141757391689563,0.494882614264463,0.6680840757900659,0.17719561089824976,139588.84303680883,318604.9620104944,0.942729789177849,0.3765548598900039,54996.14863324572,0.9834269925173164,294.44097468185396,291.94363975407504,92.60192684857986,92.55620628311533,25.17378971961216,32.24399042261725,5.4254673030335905,180.97704534158677,17.191511416742028,0.14424909439066363,31.736884133567077,145.95823910337634,0.44186284156907674,2.8688165728108923,3.4154008129464497,1.9502966144672387,4.309623578945447,422.40773740379194,3.6991355662875267,5.824925384894112,4.445835289751253,0.37680186391286696,0.7181224343521622,108.87190820016656,0.3103035839470525,0.6733390085314802,0.4731549157093202,0.03529686255867548,0.21969112707302174,3.638313931726883,7.437601302047188,2.8066349951534324,5.1447487213033565,2.0707385707086163,1.9583087443497698,1.6900275850399438,1.1368637736843088,5.883923129672181,3.769352394070351,2.0581360852429524,4.480515695021478,3.8751091440129337,2.6426513586597657,0.24048844034888317,0.7969479798083139,2.1119901683780626,3.9137070450634397,1.51164731614576,0.20479917280605675,1.4081949277932853,9.739084155906223,2.0672468416886747,1.593746006247897,0.40868275996918735,4.174926386439741,1.3776540610076653
72404,2000,6.603969773499968,29.09702485101124,0.33251767345459216,0.7094304009804409,0.42516769726305836,20960.071741871132,521748.7888586436,0.23573295369159653,0.5886127099857261,151552.26071394226,0.03754849426643758,308.4307127810438,285.1428028042906,83.27573328622195,48.77989661637763,5.935000267786933,60.19916174472091,7.12569233488512,152.48336947881282,2.8299094952320667,1.3392317331028236,74.21317866116053,116.42909597400092,0.9012615976753167,3.8384820571793252,1.3414460525553975,2.6762926008663075,9.64055821831659,281.00882804013406,0.9055099600027221,8.155705307864798,5.359069720057192,0.7208414198465362,0.5852671462025839,80.32586619454621,0.6279052852846821,0.7921521095656796,0.1481430411001312,0.9149000641165606,0.048060486643606626,0.1186023249511301,10.370838661937821,2.677880739732324,0.8256047703283167,1.1030340390011055,2.275875359738748,2.1233454139870074,0.8199339336942375,6.06290898862334,9.319153777047152,0.09506707621856836,5.918036644327224,1.9759563087183278,5.198390393543674,0.801666089772795,0.29229322681631287,2.300032719290222,0.915290301251309,4.902607852951592,4.874931181657954,1.9628339549881468,1.1725077579758527,0.13402667116208244,2.8827663959670486,1.0355544738647393,0.2962038894440894,0.8790924822625332
45837,2014,18.39215026912844,28.73313563616793,0.12184134317839401,0.7115982032912563,0.6675962108270949,176837.45347170488,1398194.7897952981,0.5081005967947358,0.5208701830426627,140478.01844420028,0.41210769435284134,291.95348434174997,283.3852503712091,90.58530760059391,63.385734666196996,21.304245452459565,59.16231102512637,2.6957624120692274,21.78788811113583,12.200419317238278,2.484764552581114,34.16656429911603,47.74048765670086,1.0646293773807158,4.482327544068656,3.1849413773401403,6.736769422263684,5.334262796018659,69.72262942852998,6.8265316697457035,6.584044879761977,13.78092837921066,0.6400024893139018,0.07996971193593583,87.60881370571838,0.2231329606327691,0.2649419540702447,0.8124751654620428,0.915772639074912,0.0031443197409096735,1.9691422585880058,0.021545863839100066,1.6764795231454683,5.234257607205917,2.4058796348684552,1.2260995880452765,1.4836773348909444,0.9203757117401428,1.4643919338337774,3.1623406953506894,2.5571079321598993,3.4727947436487954,4.916654328092209,2.732501526075394,0.1486285097942528,1.0185664833026684,1.0860905222640351,5.087424736895128,3.778827227660244,2.2739418242331184,3.177895792601839,2.9470185015140853,2.6132812661000733,2.30899466867367,2.1564760401155016,0.0786411506453899,0.019825998883047258
75683,2015,18.744154927082132,31.837536176763486,0.11662289964699857,0.3294711247686698,0.4514527188059675,103337.03298562906,79337.81701298198,0.08785479428098186,0.4306034967810882,24514.470700816004,0.32803324084651464,316.39030209917286,271.90902606258135,42.509849558952084,49.47360279564853,22.283674780178824,32.10669557904228,1.202069660396797,270.7436102958869,8.491183339471084,1.4720264837552126,134.75478887861544,150.7782343062834,1.0384241997216943,5.086037176561197,4.094563404211865,5.103467254409012,2.17304958022186,41.803680934686284,0.688103964474994,4.388547522869247,10.4210578297672,0.061303375978808416,0.29302438000235465,110.34149619611662,0.7293672769621028,0.83932504229047,0.5093678385417711,0.8428216277927093,0.5309900933803474,1.0381378920597522,10.151208609510006,2.64529459687095,4.870026788987175,2.421465312014841,0.08804767078985787,0.8808494237758855,1.1504310446776838,4.851071165121853,2.6999056135770636,2.4808000422825174,2.930090640889967,2.815360236699939,0.018978378462577883,0.13200297103292025,0.4128538212674583,1.4183788098100716,1.0611772333665086,3.054117745637271,3.7112308593357852,4.838385148828705,5.198813411099078,0.23954251886253608,4.387455650692038,2.818616569567692,1.5631379802662104,2.2701425092034584
1262,2010,16.197638521394786,22.31185389224137,0.8972195552725458,0.23757285018596797,0.0395317001212141,146534.47800169935,668582.6330332534,0.4850410623882999,0.503626796920556,143667.50331440894,0.6801030287622346,299.30742333297576,264.9350893384983,36.14642524401597,70.77730857856974,22.7850485785373,61.802278392772706,3.525823048648087,89.67783589228408,7.307003510176415,2.1205243206636917,152.26397201289927,135.06295656642664,0.898755236454819,4.780538632070926,3.585702274069133,3.642500204313719,4.95416189004315,87.06877236244503,0.5122483196751507,8.923185776583887,22.376892571831352,0.19229387279144583,0.28656453509759283,77.22443265464157,0.09687617239203783,0.595949207180084,0.9420587878572859,0.9676358188043866,0.7596485288300376,1.5911368564113855,10.784813621517916,0.6893582759129097,5.004137085850038,0.7158166336750513,1.755364500417014,2.4261494488418403,0.49927179179543635,5.697829905407773,1.3225016724553422,2.0880504374075213,4.831983338965158,2.852859994776982,2.27499146582944,0.05598322693301572,2.0198036418313983,0.32284667204631995,0.39152710512358313,2.22530194076894,6.0514494278166095,4.611178177643981,0.028942467332212618,2.3772759335815055,1.6912969723042848,1.7887962049482873,0.16068472667603695,2.0765839837725837
48206,2012,30.58452737549896,24.315986472964475,0.07351170932257389,0.517915717140404,0.9230142218485332,158463.11301477638,1055986.871237116,0.7293387472954646,0.48217907393638515,22147.380619602798,0.372244721593461,311.8383735039433,275.62847291375283,43.33179803805375,99.69089651550918,29.374476090553785,45.82671923495166,0.3821433627896496,237.77201443382464,16.53211492694216,0.267725327433391,62.22587282047184,98.09105946702918,2.566463139812401,2.303548251097623,3.3090558286399734,6.6544725464927,3.1583172483795487,328.4083521302571,5.494213856180249,1.6082109860486877,21.798311361670375,0.02128726298961603,0.5789492905449558,115.7016348819712,0.058075237574555016,0.1900924126900767,0.10507910137319842,0.8245067934194573,0.8707838811843561,1.1764313762044485,1.1284942300746816,2.8782604496896216,1.7895716417401024,1.6973555149267385,3.1734570288377424,1.4657930459449755,0.8880676734255899,8.774767425847784,9.153343809970067,2.5973126228585044,2.1033558494541023,3.492729206559333,3.291671265996705,0.06225898129987428,0.3212989168374949,1.0466583679121695,5.922342998258384,1.9024785129829525,0.2527175585182557,2.9101692632708054,10.808015730530814,0.04688370888380877,0.02174405385034328,0.7084801618946486,1.835075321923877,1.6142077531580863
3086,2011,12.55802816267647,34.53586664672109,0.4888874966175565,0.5776898262571749,0.06380212518592843,96553.03003361991,1721945.7464814056,0.6160412760981524,0.9959993423483157,133041.1784627207,0.14342567797702555,314.06390872283424,261.0114407257514,86.68267010262981,77.30240470599475,29.62953803298724,52.7817098178178,0.5142426781877738,240.5162745800056,14.562000735834355,2.2396828940045217,164.07073192152592,119.8613924943289,1.7445883427565312,2.6632068251471055,1.9336132638490513,6.34956439300914,1.8590699723488395,578.811337415978,3.8115164608409113,7.103404881693118,31.284706028801082,0.3537812233578671,0.784800147189422,83.53691975254982,0.2626346839370238,0.6227995544796867,0.903106279882084,0.8085681148566412,0.3976839806867548,0.9860930951064839,0.9970196591121874,0.3077029828520538,3.995993857720533,1.2984274681493666,5.124293252831484,0.6263654618144434,0.5895178777733778,2.444034699438581,0.8395168709107194,1.490193951375747,6.4035172031886844,1.7075755671461224,1.98582200926674,0.834727539179737,2.188667293963718,1.333263181807872,4.90080821576508,4.920055096167552,1.5108686398152,3.7912119682766265,4.18618546560104,1.6426668469463523,3.9051632348388603,2.906668252245056,1.0276151669415818,1.658019725654642
30305,2009,3.5839131873703045,25.393047886989123,0.4672702293946577,0.3996304195162068,0.6910422819078695,111693.65630485168,1404259.7842876678,0.3877245863190416,0.8386970848609769,61189.33017370503,0.7229533712581611,308.84352144526366,270.9183413226649,40.56135932659538,40.18839091938452,19.06473266458478,21.985327376618955,2.7899354487491554,13.069014327117284,7.286201534047785,1.9272309522942284,219.45834390844573,34.56798470545474,1.4104920750412417,1.1914056197914893,2.4533694925519356,1.572125987764056,5.743681221041114,588.4515468521272,0.24513688149581997,1.5233478053759308,39.51584348403072,0.8686466918390656,0.38374168492420935,75.61294336891646,0.6058334047076901,0.23398297944790392,0.6915428643886838,0.47691182760041106,0.983690074807089,1.4338562855988637,2.2171200374588698,0.35055793893818155,0.18389852148698504,2.6193568528724125,4.148502199939893,1.6205284368283257,0.20469249867484152,6.7013218935666945,9.1581691051769,1.7010258606859883,6.7131743509138335,0.47694420840878216,1.3340128633841128,0.14704642341109986,0.5178837352186332,1.9740362413583312,2.8832147886040143,0.373333517423578,5.063004423386459,2.2192919024136453,10.403986709301162,0.7906594573911081,2.8512616481887543,0.20963367259332966,4.501680255272758,0.8854325625120818
65552,2012,12.920957643440861,36.87036213181153,0.4974723631622969,0.7073887946633426,0.5471711991455499,104569.94027429058,332893.20533130714,0.7814580232941368,0.4428607970229732,10731.821139256701,0.15220234966255286,299.5954884629422,276.3301739330462,26.555768145991944,84.37745604830299,3.5879271584224934,52.76610763189113,3.839800602223179,113.85438659117062,5.709482296759603,1.7392523055259252,244.41726625573418,202.18265881497106,1.927213236388951,4.322525797547412,4.5535847950607895,2.347157610698681,8.212528826227528,398.6113798926289,2.8017142414616822,1.454522469976122,22.830316870798207,0.5286531241482006,0.753952620632363,90.71263631206024,0.1171018794907911,0.7710668698075419,0.7080019008888174,0.10018380354766787,0.5215112793767466,3.733015489772504,4.932638492273803,2.059950174769507,5.985151503232818,3.283982070836407,1.3171711310749037,2.591203886719795,1.315604126408448,8.736670966217705,9.089798400642437,0.29867023350368527,5.71966618651975,1.4202737252970743,2.414744209908024,0.1986124657926689,0.8321876940056967,2.1457223180573424,2.234478434478947,1.4393327889339091,1.2554062404754647,0.0357036827008711,5.808571170604381,1.5226408791374983,1.5128854583104685,1.7201591898578137,3.863848210416372,0.499631173229927
